Segment_ID,State,County,Road_Type,Functional_Class,AADT,Truck_Percent,Speed_Limit,Lane_Count,Shoulder_Width_ft,Pavement_Type,Pavement_Age_yrs,Roughness_IRI,Rutting_mm,Faulting_mm,Cracking_Percent,Structural_Capacity,Surface_Distress_Index,Maintenance_History,Last_Maintenance_Year,Climate_Zone,Precipitation_mm,Freezing_Days,PCI,Rehabilitation_Cost_USD,Years_Since_Last_Rehab
737,FL,Fulton,Urban,Principal Arterial,63320,12.43,55,2,4,Composite,25,159.67,0.23,8.7,29.99,2.57,34.4,Reconstruction,1990,Tropical,1735.28,88,35.04,266920.82,35
738,NY,Duval,State Highway,Principal Arterial,16072,17.37,35,4,11,Composite,16,245.5,13.93,5.58,21.38,3.36,90.81,Reconstruction,1995,Tropical,771.44,48,99.45,228848.4,30
739,NY,Duval,Rural,Collector,81018,17.66,35,1,8,Concrete,38,245.99,7.52,3.25,3.78,2.1,94.49,None,2016,Continental,1276.76,21,56.38,80932.02,9
740,FL,Cook,State Highway,Local,41510,14.39,45,5,11,Concrete,22,163.32,18.85,2.93,4.3,1.7,0.61,None,2012,Tropical,901.81,44,82.45,807157.36,13
741,OH,Bexar,State Highway,Collector,49933,13.86,35,2,4,Concrete,31,248.05,16.36,0.33,87.01,4.1,46.41,Reconstruction,2020,Continental,924.19,60,72.51,509169.17,5
742,IL,Orange,State Highway,Minor Arterial,22826,14.88,45,4,5,Composite,14,259.66,11.75,8.16,67.84,4.79,2.47,Reconstruction,2001,Continental,1518.44,98,85.28,973669.77,24
743,CA,Orange,Urban,Collector,69026,22.22,65,2,3,Concrete,12,213.69,5.04,4.5,66.05,1.4,90.87,Patch,2010,Cold,850.66,92,17.38,217648.88,15
744,NY,Cook,Interstate,Collector,26518,14.22,55,5,4,Asphalt,1,107.11,4.07,3.25,61.46,1.62,51.84,Resurface,1991,Arid,1447.54,20,22.26,439613.06,34
745,TX,Cuyahoga,Interstate,Collector,25045,23.8,25,4,10,Concrete,18,118.5,6.81,4.71,84.92,4.84,7.49,None,1994,Tropical,225.79,119,48.74,589263.46,31
746,CA,Orange,State Highway,Collector,51876,15.08,55,4,4,Concrete,23,128.71,9.53,8.19,48.03,1.15,11.03,None,1998,Arid,784.37,70,85.23,1083268.35,27
747,TX,Harris,Interstate,Local,52919,23.98,45,2,6,Composite,44,79.2,5.92,1.25,87.04,4.91,38.35,Resurface,2009,Arid,774.28,60,19.76,145712.54,16
748,OH,King,Interstate,Local,28103,21.66,45,2,3,Concrete,23,118.29,10.3,8.58,35.94,1.02,94.02,Patch,2007,Arid,1547.9,75,97.11,371457.01,18
749,WA,Duval,State Highway,Principal Arterial,37188,12.25,55,1,5,Composite,10,102.38,3.31,8.98,92.67,4.49,69.29,Reconstruction,2011,Continental,766.2,35,12.76,72201.87,14
750,CA,Duval,State Highway,Minor Arterial,6845,22.27,70,5,8,Concrete,21,163.83,19.55,9.47,69.87,2.23,86.76,Reconstruction,1997,Arid,1339.99,23,17.51,837765.15,28
751,GA,Harris,Rural,Collector,87698,7.2,45,1,8,Asphalt,14,277.11,2.16,3.97,25.72,4.75,36.65,Patch,2023,Tropical,1439.34,31,16.72,81697.88,2
752,NY,Bexar,Interstate,Principal Arterial,37674,23.5,35,4,4,Asphalt,9,76.12,18.64,2.17,56.41,2.27,4.32,Patch,1998,Continental,1385.17,90,58.6,280336.93,27
753,CA,Orange,Urban,Principal Arterial,20337,17.63,35,2,6,Composite,40,230.07,18.27,3.74,53.3,3.62,97.43,Resurface,1996,Tropical,1285.93,95,91.75,195424.67,29
754,CA,Duval,State Highway,Principal Arterial,23313,6.09,45,4,2,Composite,26,221.82,10.51,3.33,13.79,1.32,1.72,Resurface,2019,Continental,944.51,58,25.51,455256.02,6
755,CA,Fulton,Rural,Local,27943,17.89,45,4,11,Concrete,8,73.94,14.5,1.76,59.12,1.97,94.77,Reconstruction,2007,Temperate,871.95,95,55.3,476265.38,18
756,IL,Bexar,Urban,Collector,78949,24.48,70,3,11,Concrete,27,280.64,8.72,6.07,31.48,4.09,36.87,Patch,2016,Temperate,1216.25,95,17.58,633950.96,9
757,CA,King,Interstate,Collector,1276,6.4,35,3,11,Asphalt,0,192.12,12.6,4.77,5.23,3.11,1.01,Patch,2005,Temperate,314.67,89,63.11,191236.41,20
758,TX,King,Rural,Minor Arterial,52151,16.09,45,4,2,Concrete,16,140.93,6.81,8.66,94.87,4.71,68.92,Reconstruction,2010,Temperate,1776.48,74,12.32,280809.06,15
759,WA,Duval,State Highway,Collector,18611,19.96,45,2,6,Asphalt,30,239.13,6.02,0.32,64.15,2.72,98.05,Reconstruction,1994,Continental,1685.57,109,49.13,194353.08,31
760,OH,Cook,Urban,Collector,12944,21.21,70,4,11,Composite,43,114.34,11.56,6.44,87.69,4.48,96.56,Reconstruction,2018,Arid,823.49,81,65.52,1072063.07,7
761,FL,Bexar,State Highway,Principal Arterial,53887,13.28,70,3,10,Concrete,9,223.38,9.96,7.63,67.61,2.8,16.09,Reconstruction,2011,Cold,1220.27,102,57.91,621453.69,14
762,CA,Duval,Interstate,Minor Arterial,82442,9.08,55,2,2,Composite,36,59.93,11.59,7.59,35.7,4.92,18.12,Reconstruction,2003,Cold,1878.01,4,14,465184.83,22
763,NY,Cook,Urban,Collector,50847,5.85,70,4,2,Concrete,28,259.85,5.73,8.86,51.27,4.84,56.55,Resurface,2008,Temperate,688.95,15,16.14,570362.16,17
764,CA,Duval,Interstate,Local,59653,16.59,25,5,5,Asphalt,17,162.04,7.34,7.29,67.57,2.32,63.73,Reconstruction,2024,Arid,1536.42,10,67.14,516525.44,1
765,NY,Fulton,Interstate,Collector,87072,14.06,35,5,5,Composite,46,209.17,1.68,9.28,96.03,4.54,73.94,Patch,2013,Tropical,348.92,117,80.89,297451.7,12
766,TX,Bexar,Rural,Principal Arterial,57622,23.97,55,4,3,Composite,37,105.31,1.05,3.33,25.37,4.39,18.11,None,1995,Arid,1142.07,34,90.81,688535.62,30
767,NY,Cuyahoga,State Highway,Local,28810,6.21,25,2,10,Concrete,38,219.27,5.07,5.03,87.5,1.84,95.9,Resurface,1992,Tropical,1791.14,111,81.36,387140.48,33
768,GA,King,Urban,Principal Arterial,78842,18.71,45,4,10,Composite,48,243.06,1.48,0.14,92.41,3.5,63.87,Patch,2023,Cold,1193.08,74,97.39,1097002.79,2
769,FL,Duval,Interstate,Collector,11503,5.5,45,4,3,Asphalt,5,168.3,2.08,0.07,67.04,1.29,84.7,None,1991,Arid,1309.26,41,40.83,1082092.98,34
770,WA,Fulton,Interstate,Local,85761,8.43,55,3,10,Composite,39,204.43,16.26,2.4,93.13,4.35,54.01,Resurface,2004,Arid,1833.75,86,33.12,468513.87,21
771,NY,Cook,Urban,Minor Arterial,37976,14.07,70,5,7,Composite,11,164.08,0.78,1.01,39.79,1.7,41.43,Reconstruction,2004,Cold,1487.65,118,2.82,779472.41,21
772,NY,Cook,Interstate,Minor Arterial,12590,14.1,45,3,9,Concrete,13,273.52,13.18,2.6,95.3,1.28,97.72,Resurface,2021,Arid,1452.57,97,44.99,270842.17,4
773,WA,King,Rural,Local,11886,18.71,65,3,11,Composite,43,174.47,5.45,1.77,70.28,2.6,58.21,Reconstruction,2010,Tropical,1255.49,111,65.14,343086.74,15
774,FL,Harris,Rural,Local,13866,23.2,55,4,5,Concrete,9,260.45,17.43,0.29,4.2,3.31,86.69,Reconstruction,2006,Arid,1339.38,80,81.54,1125663.58,19
775,CA,Duval,Rural,Principal Arterial,67624,17.78,25,3,3,Concrete,19,250.34,9.7,9.09,90.69,4.42,95.33,Reconstruction,2023,Tropical,1646.67,9,26.75,255777.01,2
776,NY,Bexar,Rural,Local,69899,24.07,55,5,3,Composite,14,152.63,6.11,0.08,48.45,4.9,67.54,None,2021,Temperate,1962.62,81,51.36,1460874.43,4
777,WA,Orange,Interstate,Principal Arterial,33792,22.63,35,3,10,Asphalt,30,107.52,10.35,7.36,46.03,2.76,54.89,Resurface,2012,Arid,1631.59,107,66.2,528553.91,13
778,GA,Cook,Urban,Collector,10764,16.69,70,5,2,Concrete,6,151.52,7.64,1.52,56.65,1.24,0.35,Reconstruction,2024,Tropical,1473.57,7,55.16,820758.47,1
779,GA,Bexar,Urban,Principal Arterial,87156,21.68,70,3,8,Composite,40,256.55,11.29,9.12,14.94,4,4,Patch,2022,Cold,443.98,25,27.4,280978.79,3
780,TX,Bexar,Urban,Local,43727,17.85,55,5,4,Concrete,9,106.91,2.29,8.93,46.92,3.26,20.09,Resurface,2014,Temperate,1670.74,2,79.63,1076926.56,11
781,WA,Cuyahoga,Urban,Local,79471,6.57,45,3,4,Asphalt,9,181.11,19.94,6.54,83.11,2.79,18.6,Patch,2010,Arid,1524.79,58,17.34,494884.14,15
782,TX,Bexar,State Highway,Collector,9068,19.81,45,3,3,Asphalt,47,251.52,8.51,6.72,1.55,2.24,25.48,None,2023,Tropical,1586.78,115,90.5,427997.3,2
783,GA,Bexar,Urban,Local,8295,6.9,65,2,11,Concrete,38,138.37,6.96,0.05,27.29,3.01,30.49,None,2008,Arid,615.97,87,95.26,232258.11,17
784,FL,Cuyahoga,State Highway,Local,42160,16.88,65,5,7,Asphalt,27,210.55,14.2,9.85,0.25,2.35,36.01,Resurface,2016,Tropical,1826.2,2,36.56,333108.5,9
785,CA,Cook,State Highway,Minor Arterial,12390,19.05,70,5,11,Composite,29,111.41,7.28,8.78,41.57,4.03,42.05,None,1998,Arid,375.11,37,37.62,899160.15,27
786,WA,Bexar,Rural,Minor Arterial,21131,6.33,65,5,3,Composite,36,77.32,16.67,8.95,72.83,3.18,9.89,None,1994,Temperate,656.5,1,74.33,641135.42,31
787,OH,Harris,State Highway,Collector,76969,9.62,25,1,11,Concrete,2,248.6,9.09,6.59,79.88,4.51,4.24,Resurface,1994,Temperate,1393.44,98,45.63,226966.3,31
788,GA,Harris,Interstate,Principal Arterial,16038,23.31,65,3,5,Asphalt,49,74.74,14.39,3.45,94.52,3.17,67.39,Patch,2014,Arid,1412.69,16,2.86,692641.77,11
789,GA,Fulton,State Highway,Minor Arterial,53327,17.33,25,5,11,Composite,42,117.85,2.15,8.94,60.85,1.95,53.73,Reconstruction,2015,Arid,763.98,72,91.99,665133.76,10
790,OH,Cuyahoga,Rural,Principal Arterial,78064,9.93,65,1,10,Composite,14,263.78,16.92,2.92,25.46,4.4,44.41,Resurface,2008,Continental,1462.74,35,43.08,217280.17,17
791,IL,Fulton,State Highway,Local,22281,18.81,70,2,10,Composite,20,136.62,14.71,5.63,92.41,3.23,63.44,Resurface,2019,Arid,898.27,85,20.35,229337.62,6
792,GA,Cuyahoga,Interstate,Minor Arterial,55189,16.94,70,5,7,Concrete,36,293.26,4.23,1,77.53,1.83,82.77,Reconstruction,2005,Arid,200.32,94,55.57,1158967.16,20
793,NY,Duval,Interstate,Collector,49511,15.03,25,5,5,Concrete,11,294.93,2.91,9.22,57.44,3.49,42.77,Patch,1996,Temperate,492.69,118,21.89,270096.43,29
794,FL,Duval,Interstate,Collector,9605,24.52,55,1,8,Composite,3,117.07,6.33,1.41,69.56,2.43,64.11,Reconstruction,2007,Arid,1788.71,97,20.6,87902.19,18
795,WA,Bexar,Rural,Collector,2381,18.67,70,3,2,Composite,46,60.24,19.52,2.25,92.43,4.38,95.36,Reconstruction,2010,Cold,600.85,87,54.57,333756.5,15
796,OH,Orange,Rural,Minor Arterial,67634,12.51,55,2,5,Asphalt,8,226.27,5.14,5.58,71.24,2.81,83.96,Patch,2020,Arid,403.24,72,39.1,486467.74,5
797,NY,Duval,Urban,Principal Arterial,20810,21,45,5,6,Asphalt,38,162.75,9.12,7.64,36.84,3.91,42.6,Patch,1990,Continental,1427.96,109,57.3,332970.32,35
798,OH,Orange,Rural,Local,25322,22.69,25,3,9,Asphalt,41,75.19,0.6,6.19,71.3,1.38,64.47,Reconstruction,1992,Tropical,993.27,106,99.68,291042.86,33
799,WA,Duval,Interstate,Principal Arterial,42869,7.5,70,2,3,Concrete,27,226.88,7.94,2.32,4.03,2.58,17.71,Reconstruction,2020,Temperate,1633.86,1,85.9,279312.05,5
800,TX,King,Interstate,Principal Arterial,33955,9.01,35,4,6,Composite,22,57.79,11.43,0.01,38.64,4.93,56.05,Resurface,2014,Cold,1750.6,84,0.77,209174.99,11
801,WA,Duval,Rural,Local,62388,9.32,45,4,7,Concrete,44,267.55,19.06,7.57,40.63,4.23,98.13,Patch,1997,Tropical,1722.78,33,5.06,962120.98,28
802,IL,Fulton,State Highway,Local,11207,18.82,55,2,6,Composite,39,84.66,10.33,9.85,16.68,1.64,51.83,None,1990,Cold,763.42,26,61.01,380052.57,35
803,WA,Cook,Rural,Minor Arterial,88329,17.06,70,1,10,Asphalt,43,81.83,16.38,8.1,2.31,2.11,92.76,Patch,1996,Temperate,1109.98,36,62.63,275169.85,29
804,WA,Bexar,Rural,Minor Arterial,68628,17.38,25,2,11,Asphalt,21,93.92,10.94,4.6,13.34,2.32,40.73,Reconstruction,1996,Continental,1370.26,70,87.82,115515.52,29
805,IL,Fulton,Interstate,Minor Arterial,29220,23.82,65,2,2,Asphalt,23,290.07,0.82,9.04,65.46,3.6,99.88,Reconstruction,1997,Temperate,779.57,21,62.91,235695.34,28
806,FL,Cook,Urban,Minor Arterial,85050,20.52,35,1,4,Asphalt,25,223.29,6.3,4.1,80.23,4.03,57.92,Reconstruction,2008,Cold,273.98,67,22.77,232812.91,17
807,GA,Harris,Interstate,Minor Arterial,75085,7.56,55,1,3,Composite,29,250.34,11.51,5.25,98.82,4,4.23,Reconstruction,2006,Cold,1092.2,13,46.85,218787.35,19
808,WA,Fulton,Urban,Local,23031,11.95,45,3,4,Asphalt,32,149.41,19.01,4.77,34.64,3.04,58.68,None,2000,Temperate,223.07,97,80.9,332293.08,25
809,IL,Harris,Interstate,Principal Arterial,71721,13.71,25,3,11,Composite,15,134.08,17.18,4.48,59.94,4.24,27.46,Patch,2000,Arid,1911.16,22,92.28,596765.8,25
810,NY,Orange,Rural,Minor Arterial,81807,12.92,35,1,10,Composite,21,108.62,4.57,7.75,93.71,2.75,3.25,None,1991,Temperate,1634.03,43,23.69,248439.41,34
811,TX,Orange,Interstate,Minor Arterial,72312,18.39,25,4,10,Concrete,48,170.16,4.4,5.27,16.7,1.5,82.09,None,1993,Continental,545.62,105,53.96,233380.7,32
812,TX,King,Interstate,Principal Arterial,60766,22.84,70,4,11,Asphalt,49,187.96,4.02,3.17,71.76,3.26,27.57,Reconstruction,2017,Temperate,717.63,88,15.89,917628.4,8
813,WA,Duval,Interstate,Minor Arterial,13449,11.12,65,2,3,Asphalt,42,207.94,18.45,2.58,75.5,4.81,79.65,None,2022,Tropical,1969.11,64,49.7,226048.53,3
814,FL,Fulton,Rural,Principal Arterial,57699,16.04,45,5,4,Concrete,17,114.28,17.05,0.38,8.9,4.17,28.82,Reconstruction,2000,Arid,872.39,114,9.01,1434814.11,25
815,FL,Harris,Rural,Principal Arterial,82253,20.79,25,2,5,Composite,6,287.16,15.5,5.83,86.12,3.31,19.43,Reconstruction,1992,Tropical,1610.7,118,94.17,369110.11,33
816,NY,Cook,Rural,Local,47092,13.32,55,2,10,Asphalt,49,92.44,7.85,2.3,81.31,3.59,97.39,Reconstruction,1994,Temperate,1004.27,111,63.81,116693.09,31
817,WA,Orange,Rural,Collector,64671,8.36,70,5,4,Composite,25,291.41,10.09,1.48,3.34,4.72,36.16,None,2010,Arid,1755.37,78,85.42,754288.27,15
818,TX,Duval,Urban,Local,11350,14.5,70,1,8,Concrete,7,53.71,9.29,6.54,9.11,2.71,60.14,Reconstruction,2011,Tropical,1466.76,95,99.83,291577.96,14
819,FL,Orange,Urban,Collector,69487,6.1,45,4,4,Composite,5,170.28,5.07,6.81,4.91,2.33,61,None,2000,Tropical,241.24,77,18.27,930372.99,25
820,WA,Cook,State Highway,Collector,18622,23.85,70,2,8,Asphalt,29,133.34,10.1,7.52,33.47,4.91,56.05,Patch,2011,Arid,729.9,104,69.41,250239.5,14
821,OH,Duval,Rural,Collector,71263,6.5,55,5,8,Composite,38,162.28,0.61,5.04,50.93,4.45,91.47,Reconstruction,2002,Arid,1204.39,60,88.7,969084.12,23
822,FL,Duval,Urban,Minor Arterial,54117,13.77,25,3,10,Composite,22,192.67,2.64,8.94,53.23,2.29,67.44,Resurface,1992,Cold,1867.11,84,57.59,599326.02,33
823,IL,Harris,Interstate,Local,59394,15.6,45,2,3,Asphalt,31,158.9,17.73,9.36,26.77,2.86,40.37,Resurface,2002,Arid,383.65,54,63.97,111674.08,23
824,OH,Harris,Rural,Collector,24782,24.71,70,4,7,Asphalt,21,153.71,15.03,8.07,91.16,2.66,86.24,Resurface,2017,Temperate,1282.09,110,40.77,378833.36,8
825,GA,Fulton,State Highway,Principal Arterial,29454,8.32,70,1,10,Composite,41,233.18,8.46,6.36,36.83,1.6,18.11,Resurface,2000,Continental,743.92,70,67.48,187944.23,25
826,FL,Fulton,State Highway,Minor Arterial,68904,7.29,55,2,3,Composite,42,221.47,10.34,3.04,4.56,4.83,54.42,Resurface,2000,Cold,1800.79,99,39.56,301376.28,25
827,TX,Cuyahoga,State Highway,Local,16592,5.17,65,2,3,Concrete,44,258.32,7.4,9.83,30.02,2.62,95.06,None,2010,Arid,1577.31,84,47.66,195018.91,15
828,CA,Bexar,Interstate,Collector,23173,8.11,65,5,6,Asphalt,8,112.49,14.82,2.74,53.11,4.5,62.54,Patch,2010,Continental,865.46,49,10.29,1215835.92,15
829,OH,Cuyahoga,Urban,Principal Arterial,34204,9.15,70,3,11,Composite,30,202.38,15.68,2.03,40.82,1.76,81.7,None,1996,Cold,500.79,103,0.78,516746.16,29
830,GA,King,Interstate,Local,36596,17.61,25,3,11,Asphalt,6,196.3,15.27,4.42,27.38,3.19,65.36,Reconstruction,2006,Temperate,220.7,11,5.52,382479.86,19
831,NY,Orange,Rural,Local,35324,9.39,45,1,11,Concrete,8,142.43,14.45,0.57,13.13,1.1,83.94,Patch,2003,Continental,1318.04,78,19.25,90419.34,22
832,NY,Fulton,State Highway,Minor Arterial,62202,5.41,70,4,9,Composite,12,171.51,4.09,9.78,81.92,4.06,94.45,Patch,2022,Arid,931.02,14,45.66,811163.36,3
833,TX,Harris,Interstate,Local,31750,21.53,35,1,10,Composite,2,128.45,6.76,5.88,99.61,3.32,27.29,Patch,2000,Arid,766.56,16,2.1,216565.33,25
834,FL,Cook,Interstate,Minor Arterial,77112,12.31,45,2,3,Composite,34,85.46,9.4,5.57,32.95,3.5,16.97,Patch,2002,Temperate,1973.9,33,15.59,434798.61,23
835,WA,Harris,Urban,Collector,17566,12.07,65,2,6,Asphalt,32,103.45,6.62,6.56,38.16,1.21,48.4,Resurface,1990,Cold,1039.06,107,78.14,210143.68,35
836,FL,Orange,Urban,Minor Arterial,8190,11.05,70,3,8,Concrete,20,76.38,15.1,4.97,61.8,1.84,70.19,Reconstruction,2023,Continental,1549.71,34,76.22,596503.81,2
837,TX,Cuyahoga,State Highway,Principal Arterial,89607,24.51,55,4,7,Asphalt,30,220.77,6.59,0.32,71.84,1.3,22.72,Patch,1998,Temperate,519.34,38,78.97,1105406.46,27
838,NY,Harris,Interstate,Minor Arterial,39333,8.4,35,5,7,Composite,33,215.18,2.76,6.12,39.2,2.16,0.41,Patch,2002,Cold,224.22,101,92.15,691484.5,23
839,FL,Bexar,Interstate,Principal Arterial,81905,22.96,70,4,8,Concrete,31,287.65,7.98,7.16,90.49,3.51,34.29,Resurface,2019,Tropical,951.61,77,11.91,410766.93,6
840,NY,King,Urban,Minor Arterial,2589,20.54,25,2,4,Composite,34,232.42,19.6,4.17,56,3.26,96.89,None,1996,Tropical,1398.2,54,16.31,486074.76,29
841,OH,Orange,Interstate,Local,26235,6.53,35,5,4,Composite,14,63.01,4.52,7.57,45.04,3.45,69.5,None,2003,Cold,1111.88,58,33.36,471103.68,22
842,GA,Cuyahoga,Interstate,Collector,1159,24.73,70,4,11,Asphalt,31,271.06,12.24,2.27,64.67,3.2,40.13,None,1995,Arid,1802.84,4,91.51,453748.72,30
843,WA,Bexar,Interstate,Principal Arterial,13145,10.43,25,4,10,Composite,5,265.67,8.66,2.21,95.28,2.09,19.26,Reconstruction,2023,Arid,981.16,29,77.55,300644.39,2
844,OH,Cook,Urban,Minor Arterial,81909,6.97,35,5,9,Concrete,44,160.83,1.42,1.61,79.46,1.98,35.61,None,2005,Tropical,759.81,3,32.41,584842.9,20
845,NY,Cuyahoga,State Highway,Minor Arterial,32921,21.59,25,2,6,Composite,20,196.47,9.76,3.72,4,1.55,16.98,Patch,1995,Arid,1848.89,14,8.76,305167.53,30
846,NY,Duval,Rural,Minor Arterial,17237,19.13,25,4,7,Composite,32,294.02,14.04,8.47,33.23,4.4,10.63,Resurface,1997,Arid,932.24,102,61.64,264157.86,28
847,CA,Bexar,State Highway,Local,9244,17.34,35,5,11,Asphalt,31,183.08,10.26,8.28,47.05,3.47,90.67,Resurface,2013,Cold,685.37,34,25.68,1339636.14,12
848,CA,Bexar,Rural,Local,15743,8.12,35,2,2,Concrete,18,276.33,17.44,3.83,31.45,1.75,99.77,None,1992,Cold,375.79,108,53.12,356837.4,33
849,OH,King,Interstate,Principal Arterial,47101,14.57,25,5,11,Asphalt,32,70.76,5.78,5.89,70.02,1.71,16.41,Resurface,1993,Arid,1627.96,73,94.18,985129.54,32
850,IL,Orange,State Highway,Principal Arterial,85227,20.61,65,5,2,Composite,27,97.76,1.72,7.21,82.63,4.49,5.45,Patch,2021,Cold,1685.16,54,57.26,714107.2,4
851,OH,Cook,Rural,Local,57378,11.07,35,4,5,Asphalt,30,160.19,18.73,2.41,73.13,3.97,32.97,None,1990,Continental,259.94,65,92.38,869835.23,35
852,CA,King,Urban,Principal Arterial,72126,11.23,70,2,3,Asphalt,20,196.19,7.56,1.68,98.93,3.64,46.17,Patch,2023,Tropical,845.56,107,39.3,315890.87,2
853,NY,Cuyahoga,Urban,Collector,57071,5.06,45,4,8,Asphalt,33,254.06,11.53,9.72,27.25,2.63,20.48,Reconstruction,1998,Continental,1549.78,59,63.34,961313.77,27
854,TX,King,State Highway,Collector,72121,8.48,55,1,3,Asphalt,14,297.07,15.84,6.18,87.5,2.05,30.14,Patch,2001,Continental,1903.49,23,89.39,255350.54,24
855,OH,Bexar,State Highway,Local,75763,22.51,25,1,11,Composite,13,147.21,6.49,9.81,76.66,4.92,20.09,Patch,1999,Arid,880.07,91,58.8,217962.28,26
856,NY,Orange,Interstate,Principal Arterial,13237,13.83,25,2,3,Composite,18,61.85,14.32,3.38,36.22,4.19,77.43,Patch,1999,Arid,1769.7,21,61.49,345667.81,26
857,TX,Fulton,State Highway,Minor Arterial,16649,24.68,55,5,6,Concrete,42,250.29,2.71,7.03,73.41,2.21,71.26,Patch,2012,Continental,908.7,43,71.63,1227836.69,13
858,TX,King,Interstate,Collector,38713,12.91,65,4,5,Asphalt,14,201.1,5.83,2.23,10.41,4.39,63.5,Reconstruction,1995,Continental,523.09,31,88.21,694285.31,30
859,CA,Duval,Interstate,Local,74463,19.3,55,4,9,Asphalt,5,99.64,2.89,2.61,78.93,4.04,38.72,None,2013,Temperate,206.2,94,8.82,311509.9,12
860,OH,King,Urban,Principal Arterial,46409,10.64,35,2,5,Concrete,8,173.71,16.22,5.12,53.23,2.19,90.9,Patch,2013,Temperate,794.33,82,33.69,158170.11,12
861,FL,Cuyahoga,Urban,Local,49766,12.28,55,2,7,Asphalt,36,235.58,4.45,3.2,29.23,2.71,96.95,None,2010,Tropical,881.26,50,39.77,574291.57,15
862,WA,Cuyahoga,Rural,Minor Arterial,47154,8.81,25,1,6,Concrete,19,242.6,14.35,1.68,65.58,1.74,17.36,Resurface,2020,Continental,1901.21,84,90.97,103390.75,5
863,CA,Cook,Urban,Collector,8016,11.94,55,3,3,Composite,33,174.9,18.87,2.63,64.16,1.44,22.3,Patch,2019,Cold,570.93,2,95.6,761943.74,6
864,CA,Cuyahoga,Urban,Local,80563,15.94,45,2,9,Concrete,37,126.3,10.56,0.36,20.95,3.89,52.56,Patch,2023,Temperate,888.02,69,12.04,223352.7,2
865,FL,Harris,State Highway,Local,49688,24.84,70,3,3,Asphalt,25,293.44,10.8,7.04,3.04,2.07,9.13,Resurface,2007,Arid,245.28,31,11.91,473085.07,18
866,WA,Orange,Urban,Local,55238,18.28,35,2,10,Concrete,17,215.84,9.22,4.92,43.36,4.28,43.64,None,2001,Continental,1574.37,1,93.49,427474.06,24
867,NY,Orange,Rural,Minor Arterial,59608,8.98,55,5,10,Composite,27,152.06,6.52,0.94,56.95,4.98,58.18,Reconstruction,2024,Cold,1847.25,87,29.58,448583.97,1
868,IL,Fulton,State Highway,Local,32897,5.9,25,5,4,Asphalt,8,120.12,9.51,1.72,87.66,1.31,52.21,Patch,1996,Cold,628.08,108,24.18,1171558.11,29
869,OH,Fulton,Rural,Minor Arterial,51961,7.53,70,1,5,Composite,31,232.78,12.06,1.03,92.82,2.89,33.09,Resurface,2014,Cold,972.19,58,3.56,222478.24,11
870,IL,Orange,Urban,Minor Arterial,69703,16.25,35,1,9,Composite,5,110.55,19.72,6.13,52.88,4.21,54.24,Resurface,1995,Arid,419.8,90,27.56,185770.72,30
871,NY,Duval,Rural,Minor Arterial,45757,20.3,25,3,10,Concrete,13,92.93,18.76,0.94,75.38,4.16,95.88,Patch,1990,Temperate,1022.3,72,69.35,574417.32,35
872,GA,Fulton,State Highway,Collector,27917,23.81,65,2,4,Composite,27,182.46,17.24,7.54,43.93,4.04,20.6,None,2005,Cold,440.02,76,42.6,152885.9,20
873,CA,Cook,Interstate,Collector,23736,5.32,45,4,6,Asphalt,23,122.5,17.78,0.21,74.61,2.4,65.48,None,1993,Temperate,1142.03,118,51.69,635949.15,32
874,WA,Cuyahoga,Rural,Local,28990,15.46,65,1,9,Composite,12,207.23,9.36,2.49,20.48,2.82,4.34,Patch,2018,Tropical,1522.32,13,91.73,71642.85,7
875,CA,Orange,Rural,Local,63551,14.42,45,4,4,Composite,42,79.48,13.15,8.91,37.11,3.38,6.64,Resurface,2017,Arid,1196.02,50,11.47,507863.29,8
876,TX,Bexar,State Highway,Collector,59161,18.12,55,4,8,Concrete,11,213.74,17.9,7.19,63.42,4.9,55.18,Patch,2011,Temperate,641.4,10,7.12,1100312.14,14
877,CA,Fulton,State Highway,Principal Arterial,80623,16.19,35,2,9,Composite,18,120.82,7.86,0.73,1.82,2.31,10.49,Reconstruction,1997,Temperate,836.83,77,85.19,387266.7,28
878,CA,Orange,Rural,Collector,23440,18.74,55,3,11,Concrete,20,50.06,19.24,8.21,72.25,4.69,2.23,Reconstruction,2021,Cold,1349.43,79,77.49,707027.58,4
879,NY,Harris,Urban,Minor Arterial,36205,18.16,45,2,4,Concrete,26,81.73,8.32,4.93,83.55,2.08,17.15,None,2022,Cold,1261.56,9,26.37,386942.93,3
880,NY,King,Rural,Collector,81811,7.34,45,1,3,Asphalt,18,283.4,12.02,8.47,39.91,4.96,56.48,Reconstruction,2002,Arid,446.19,83,32.42,98559.19,23
881,NY,Cuyahoga,State Highway,Minor Arterial,56103,20.99,45,4,11,Asphalt,23,266.84,14.2,6.01,44.79,3.68,70.33,Resurface,2016,Temperate,1720.91,79,31.03,794808.32,9
882,IL,Orange,Interstate,Local,71812,7.46,70,2,8,Asphalt,25,108.4,19.01,6.82,85.13,2.85,20.25,Reconstruction,2007,Continental,1055.34,57,64.78,477694.04,18
883,TX,King,Interstate,Principal Arterial,42627,18.97,25,2,10,Asphalt,44,244.59,4.89,9.94,77.57,3.45,66.83,Patch,2007,Cold,492.26,33,6.12,169202.5,18
884,GA,Fulton,Urban,Local,20008,13.32,35,2,2,Concrete,27,202.14,14.92,2.32,28.81,2.09,18.25,Resurface,2002,Cold,421.09,79,48.94,508453.36,23
